date [mm-dd-yyyy]; recording company; matrix number; title; artist(s)
01-13-1927; Edison; 11434; Perhaps you'll think of me; Artists vary
01-13-1927; Gramophone; BFR276; Il m'a vue nue; Mme. Emma Liebel
01-13-1927; Gramophone; BFR277; Ça, c'est Paris; Mme. Emma Liebel
01-13-1927; Gramophone; BFR278; Madelon-Madeleine; Fredo Gardoni ; M. Puig
01-13-1927; Gramophone; BFR279; Ma Loulou; Fredo Gardoni ; M. Puig
01-13-1927; Gramophone; BFR281; Réveil de Tzigane; Fredo Gardoni ; M. Puig
01-13-1927; Gramophone; BFR284; Barcelona; Fredo Gardoni ; M. Puig
01-13-1927; Gramophone; BFR285; Ca, c'est Paris; Fredo Gardoni ; M. Puig
01-13-1927; Plaza; 7050; Just a dream of you, dear; Charles Harrison
01-13-1927; Plaza; 7051; Christ the Lord is risen today; Edmund Cromwell
01-13-1927; Plaza; 7052; Hosanna; Edmund Cromwell
01-13-1927; Plaza; 7053; The palms; Edmund Cromwell
01-13-1927; Plaza; 7054; The Holy City; Edmund Cromwell
01-13-1927; Columbia (U.K.); WRAX2340; Il trovatore, selection; Percy Pitt ; Wireless Symphony Orchestra
01-13-1927; Columbia (U.K.); WAX2341; Il trovatore, selection; Percy Pitt ; Wireless Symphony Orchestra
01-13-1927; Columbia (U.K.); WRAX2343; Minuet; Percy Pitt ; Wireless Symphony Orchestra
01-14-1927; Victor; CVE-2328; Hearts and flowers; Victor Concert Orchestra
01-14-1927; Victor; CVE-23776; The glow-worm; Victor Concert Orchestra
01-14-1927; Victor; BVE-37357; Soothin' syrup; Fats Waller
01-14-1927; Victor; BVE-37358; Sloppy water; Fats Waller
01-14-1927; Victor; BVE-37359; Loveless love; Fats Waller
01-14-1927; Victor; BVE-37360; Harlem blues; Fats Waller
01-14-1927; Victor; BVE-37361; Messin' around with the blues; Fats Waller
01-14-1927; Victor; BVE-37362; The rusty pail; Fats Waller
01-14-1927; Victor; BVE-37626; A wise bird; Anna Howard
01-14-1927; Victor; CVE-37723; Gems from Oh, Kay!; The Revelers
01-14-1927; Victor; BVE-37724; Charmaine!; Lewis James
01-14-1927; Victor; Unnumbered 1927-01-14-01; I'd like to call you my sweetheart; Fats Waller
01-14-1927; Columbia; W143302; My baby's back; Georgians ; Johnny Morris
01-14-1927; Columbia; W143303; Frisco Bay; Georgians ; Johnny Morris
01-14-1927; Columbia; W143304; Bisbee's waltz; Henry Ford's Old Fashioned Dance Orchestra
01-14-1927; Columbia; W143305; Hungarian varsovienne; Henry Ford's Old Fashioned Dance Orchestra
01-14-1927; Columbia; W143306; I want to go to Morrow; Henry Ford's Old Fashioned Dance Orchestra
01-14-1927; Columbia; W143307; Baxter's march and two-step; Henry Ford's Old Fashioned Dance Orchestra
01-14-1927; Columbia; W143308; The wreck of Number Nine; Al Craver
01-14-1927; Columbia; W143309; The wreck of the Royal Palm Express; Al Craver
01-14-1927; Columbia; W143310; The sad lover; Vernon Dalhart
01-14-1927; Okeh; W80298; Lo stornello della Ciliegie; Giuseppe Godono
01-14-1927; Okeh; W80299; Tarantella de' ccanzone!; Gilda Mignonette
01-14-1927; Okeh; W80300; Mezza si…mezza no!; Gilda Mignonette
01-14-1927; Brunswick; E21195-E21196; Blue skies; Casa Lopez Orchestra ; Vincent Lopez
01-14-1927; Brunswick; E21197-E21199; Since I found you; Casa Lopez Orchestra ; Vincent Lopez
01-14-1927; Brunswick; E21200-E21202; Sing; Park Lane Orchestra
01-14-1927; Brunswick; E21203-E21204; Sweeter than you; Park Lane Orchestra
01-14-1927; Edison; 11435; The desert song : Selections; Peerless Concert Orchestra
01-14-1927; Edison; 11436; My sweetheart waltz; Peerless Concert Orchestra
01-14-1927; Edison; 11437; Crazy words—crazy tune (Vo-do-de-o); Van Buren Clark ; The Croonaders
01-14-1927; Edison; 12023; When you and I were young Maggie; Kaplan's Melodists
01-14-1927; Edison; 12024; I'll take you home again, Kathleen (Waltz); Kaplan's Melodists
01-14-1927; Columbia (U.K.); WAX2348; Faust, selection; Percy Pitt ; Wireless Symphony Orchestra
01-14-1927; Columbia (U.K.); WAX2349; Faust, selection; Percy Pitt ; Wireless Symphony Orchestra
01-14-1927; Columbia (U.K.); WAX2350; Grand march; Percy Pitt ; Wireless Symphony Orchestra
01-14-1927; Columbia (U.K.); WAX2351; Aida, selection; Percy Pitt ; Wireless Symphony Orchestra
01-15-1927; Victor; BVE-37416; Caro mio ben; Robert B. Campbell
01-15-1927; Victor; CVE-37417; Sylvelin; Robert B. Campbell
01-15-1927; Victor; BVE-37627; Sztajerek no. 2; Jan Wanat
01-15-1927; Victor; BVE-37628; W karpackich gorach; Jan Wanat
01-15-1927; Victor; BVE-37629; Zyradowianka polka; Jan Wanat
01-15-1927; Victor; BVE-37630; Stasis; Jan Wanat
01-15-1927; Victor; BVE-37725; If you see Sally; Peerless Quartet
01-15-1927; Victor; BVE-37737; I'm looking over a four-leaf clover; Billy Murray
01-15-1927; Columbia; W143311; To-night you belong to me; The Cavaliers ; Vincent Van Tuyl
01-15-1927; Columbia; W143312; Blue skies; Charles Kaley ; The Knickerbockers
01-15-1927; Brunswick; E4388; Make me love you; Lethia Hill
01-15-1927; Brunswick; E4389; Prescription for the blues; Lethia Hill
01-15-1927; Edison; 11438; Bisbee medley; Henry Ford's Old Time Dance Orchestra
01-15-1927; Edison; 11439; Hungarian medley; Henry Ford's Old Time Dance Orchestra
01-15-1927; Edison; 11440; One heart, one mind; Henry Ford's Old Time Dance Orchestra
01-15-1927; Edison; 11441; I want to go to Morrow; Henry Ford's Old Time Dance Orchestra
01-17-1927; Victor; BVE-12381; In Scotland; Edna Brown
01-17-1927; Victor; BVE-14027; Narcissus; Florentine Quartet
01-17-1927; Victor; BVE-14429; The woodpecker; Edna Brown
01-17-1927; Victor; BVE-14580; Grandaddy long legs; Edna Brown
01-17-1927; Victor; BVE-15237; Leaves' party; Edna Brown
01-17-1927; Victor; BVE-37363; Oib es is geven git far mein mamen, is es git far mir; Lucy Levin
01-17-1927; Victor; BVE-37364; Di bist bashafen far mir; Lucy Levin
01-17-1927; Victor; BVE-37541; Blue skies; Johnny Marvin ; Ed Smalle
01-17-1927; Victor; BVE-37542; Hawaiian dreams; Hilo Hawaiian Orchestra
01-17-1927; Victor; BVE-37543; Along Miami shore; Hilo Hawaiian Orchestra
01-17-1927; Victor; Trial 1927-01-17-01; La source; Marie Miller
01-17-1927; Victor; Trial 1927-01-17-02; Deep river; Marie Miller
01-17-1927; Columbia; W143313; Echoes from around the old cabin door; Willard Hodgin
01-17-1927; Okeh; W80301; It's better to be safe than sorry; Gladys Weinberg
01-17-1927; Okeh; W80302; Papa, you're too slow; Gladys Weinberg
01-17-1927; Brunswick; E21205-E21207; A tree in the park; Frank Black Orchestra
01-17-1927; Brunswick; E21208-E21210; Where’s that rainbow; Frank Black Orchestra
01-17-1927; Brunswick; E21211-E21212; Smilin’ through; John Charles Thomas
01-17-1927; Brunswick; E21213-E21214; Mother o’mine!; John Charles Thomas
01-17-1927; Brunswick; E21215-E21216; Smiling eyes; John Charles Thomas
01-17-1927; Brunswick; E21217-E21218; The palms; John Charles Thomas
01-17-1927; Edison; 11442; Who do you love?; Don Voorhees and his Earl Carroll's Vanities Orchestra ; Harold Yates
01-17-1927; Edison; 11443; Muddy water (A Mississippi moan); Don Voorhees and his Earl Carroll's Vanities Orchestra ; Harold Yates
01-17-1927; Edison; 11444; Blue skies; Don Voorhees and his Earl Carroll's Vanities Orchestra ; Cooper Lawley ; Harold Yates
01-17-1927; Gramophone; CWR669; The flying Dutchman : Overture (Part 1); Leo Blech ; The State Opera Orchestra, Berlin
01-17-1927; Gramophone; CWR670; The flying Dutchman : Overture (Part 2); Leo Blech ; The State Opera Orchestra, Berlin
01-18-1927; Victor; BVE-37365; Open up de gates of glory; Peerless Quartet
01-18-1927; Victor; BVE-37366; Way down upon the Swanee River; Peerless Quartet
01-18-1927; Victor; BVE-37418; Amoroso valzer; Anthony Torre
01-18-1927; Victor; BVE-37419; Quanto sei bella; Anthony Torre
01-18-1927; Victor; BVE-37420; Giorni d'amore; Anthony Torre
01-18-1927; Victor; BVE-37421; La fiammetta; Anthony Torre
01-18-1927; Victor; BVE-37544; Moonbeam! Kiss her for me; Charlie Farrell ; Jim Miller
01-18-1927; Victor; BVE-37545; Scena abbruzzese; Salvatore Minichini's Italian Royal Marine Band
01-18-1927; Victor; BVE-37546; Sangue calabrese; Salvatore Minichini's Italian Royal Marine Band
01-18-1927; Victor; BVE-37631; Come let us be joyful; Victor Orchestra
01-18-1927; Victor; BVE-37632; Broom dance; Victor Orchestra
01-18-1927; Victor; BVE-37633; Little man in a fix; Victor Orchestra
01-18-1927; Victor; BVE-37634; The hatter; Victor Orchestra
01-18-1927; Victor; BVE-37635; Klappdans; Victor Orchestra
01-18-1927; Victor; BVE-37636; Shoemaker's dance; Victor Orchestra
01-18-1927; Columbia; 143314; The little white house; Charles Harrison
01-18-1927; Columbia; 143315; That's what I call a pal; Charles Harrison
01-18-1927; Columbia; 143316; Rosie O'Ryan (Sure I love you); Jimmy Flynn
01-18-1927; Columbia; W175270; Test recording; Nahem Simon
01-18-1927; Okeh; W80303; Bridget O' Flynn (Where've ya been?); OKeh Kut-Ups
01-18-1927; Okeh; W80304; Where do you work-a John? (Push-a, push-a, push); OKeh Kut-Ups
01-18-1927; Okeh; W80305; If I didn't know your husband (And you didn't know my wife); OKeh Kut-Ups
01-18-1927; Okeh; W80306; She said and I said; OKeh Kut-Ups
01-18-1927; Okeh; W80307; Signor Consolé; Alfredo Bascetta
01-18-1927; Okeh; W80308; Where do you work-a John? (Push-a, push-a, push); Coppia Ruby-De Russo
01-18-1927; Okeh; W80309; Stornelli del Macellaio; Coppia Ruby-De Russo
01-18-1927; Brunswick; E21223-E21225; Put your arms where they belong (For they belong to me); Nick Lucas
01-18-1927; Brunswick; E21226-E21228; In a little Spanish town ('Twas on a night like this); Nick Lucas
01-18-1927; Brunswick; E21229-E21230; Nocturne; John Charles Thomas
01-18-1927; Brunswick; E21231-E21232; Abide with me; John Charles Thomas
01-18-1927; Brunswick; E21233-E21234; Roses of Picardy; John Charles Thomas
01-18-1927; Edison; 11432; Desert eyes; Oreste Queensland Orchestra
01-18-1927; Edison; 11445; Strumming (The blues away); Johnny Marvin ; Andy Sannella
01-18-1927; Edison; 11446; 'Deed I do; Johnny Marvin ; Andy Sannella
01-18-1927; Gramophone; CR918; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR919; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR920; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR921; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR922; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR923; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR924; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Gramophone; CR925; Concerto in A minor; Arthur de Greef ; Landon Ronald ; Royal Albert Hall Orchestra
01-18-1927; Columbia (U.K.); WAX2355; Belle of New York, selection; Band of the Grenadier Guards ; George Miller
01-18-1927; Columbia (U.K.); WAX2356; Belle of New York, selection; Band of the Grenadier Guards ; George Miller
01-18-1927; Columbia (U.K.); WAX2358; Students' songs, selection; Band of the Grenadier Guards ; George Miller
01-18-1927; Columbia (U.K.); WRAX2363; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-18-1927; Columbia (U.K.); WRAX2364; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-18-1927; Columbia (U.K.); WRAX2365; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-18-1927; Columbia (U.K.); WRAX2366; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Victor; BVE-29429; Under the leaves; Renée Chemet
01-19-1927; Victor; BVE-37367; Song of the Volga boatmen; Josef Rosenblatt
01-19-1927; Victor; BVE-37368; The last rose of summer; Josef Rosenblatt
01-19-1927; Victor; BVE-37422; Minuet; William H. Reitz
01-19-1927; Victor; BVE-37423; Gavotte from 'Les petits riens'; William H. Reitz
01-19-1927; Victor; BVE-37547; When day is done; Nathaniel Shilkret ; Victor Orchestra
01-19-1927; Victor; BVE-37548; Look up and smile; Lewis James ; Nathaniel Shilkret ; Victor Orchestra
01-19-1927; Victor; BVE-37549; Blue skies; Bob Borger ; Fran Frey ; George Olsen and his Music ; Bob Rice
01-19-1927; Victor; BVE-37550; Where's that rainbow?; Bob Borger ; Fran Frey ; George Olsen and his Music ; Bob Rice
01-19-1927; Victor; BVE-37551; Since I found you; Charlie Farrell ; Jim Miller
01-19-1927; Victor; BVE-37637; Ireland, I love you, Acushla Machree; Charles Massinger
01-19-1927; Victor; BVE-37638; Little town in the ould County Down; Charles Massinger
01-19-1927; Columbia; W143245; Bobadilla; Harold L. Rieder
01-19-1927; Columbia; W143317; I love the college girls; California Ramblers
01-19-1927; Columbia; W143318; Drumin donn dilis; Seamus O'Doherty
01-19-1927; Columbia; W143319; Sal og ruad; Seamus O'Doherty
01-19-1927; Columbia; W143320; Sing; Singing Sophomores
01-19-1927; Columbia; 143321; You went away too far (And stayed away too long); Jimmy Flynn ; Manhattan Dance Makers
01-19-1927; Columbia; 143322; When I first met Mary; Jimmy Flynn ; Manhattan Dance Makers
01-19-1927; Columbia; 143323; Look up and smile; Manhattan Dance Makers
01-19-1927; Columbia; W143324; I'm looking for a girl named Mary; Lewis James
01-19-1927; Columbia; 143325; Crazy words—crazy tune (Vo-do-de-o); Gertrude Dwyer ; Arthur Fields
01-19-1927; Columbia; 143326; I gotta get myself somebody to love; Gertrude Dwyer ; Arthur Fields
01-19-1927; Okeh; W80310; Sam, the old accordion man; Bar Harbor Society Orchestra
01-19-1927; Okeh; W80311; High-high-high up in the hills; Bar Harbor Society Orchestra
01-19-1927; Okeh; W80312; If I didn't know your husband (And you didn't know my wife); Bar Harbor Society Orchestra
01-19-1927; Brunswick; E4394-E4396; Baby won't you please come home; Fletcher Henderson's Orchestra
01-19-1927; Brunswick; E4397-E4399; Some of these days; Fletcher Henderson's Orchestra
01-19-1927; Brunswick; E21235-E21237; I passed by your window; Marie Morrisey
01-19-1927; Brunswick; E21238-E21239; When twilight comes; Marie Morrisey ; Ted Thiele
01-19-1927; Brunswick; E21240-E21242; How beautiful upon the mountains; Marie Morrisey
01-19-1927; Brunswick; E21243-E21244; Hawaiian love bird; Margaret McKee
01-19-1927; Edison; 11447; A tree in the park; Four Towers Orchestra ; Ray Nichols
01-19-1927; Edison; 11448; Sweeter than you; Four Towers Orchestra ; Ray Nichols
01-19-1927; Edison; 11449; Rock of ages; Frederick Kinsley
01-19-1927; Edison; 11450; What shall the harvest be?; Frederick Kinsley
01-19-1927; Edison; 11451; Face to face; Frederick Kinsley
01-19-1927; Edison; 11452; Let the lower lights be burning; Frederick Kinsley
01-19-1927; Edison; 11475; A vineyard idyl; Herbert Soman Salon Orchestra
01-19-1927; Columbia (U.K.); WRAX2361; Students' songs, selection; Band of the Grenadier Guards ; George Miller
01-19-1927; Columbia (U.K.); WRAX2362; The clans; Band of the Grenadier Guards ; George Miller
01-19-1927; Columbia (U.K.); WRAX2367; Sonata in f minor, op. 57; William Murdoch
01-19-1927; Columbia (U.K.); WRAX2368; Sonata in f minor, op. 57; William Murdoch
01-19-1927; Columbia (U.K.); WRAX2369; Sonata in f minor, op. 57; William Murdoch
01-19-1927; Columbia (U.K.); WRAX2377; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Columbia (U.K.); WRAX2378; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Columbia (U.K.); WRAX2379; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Columbia (U.K.); WRAX2380; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Columbia (U.K.); WRAX2381; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-19-1927; Columbia (U.K.); WRAX2382; Symphony no. 6 in F major; Royal Philharmonic Orchestra ; Felix Weingartner
01-20-1927; Victor; BVE-37369; Country dance (Weber); Victor Orchestra
01-20-1927; Victor; BVE-37424; Leolom jhe odom, part 1; Josef Rosenblatt
01-20-1927; Victor; BVE-37552; Tecun-umam; Orquesta Internacional
01-20-1927; Victor; BVE-37553; La tienta; Orquesta Internacional
01-20-1927; Victor; BVE-37554; Arequipeño; Orquesta Internacional
01-20-1927; Victor; BVE-37555; A do fatico Giuva'?; Eduardo Migliaccio ("Farfariello")
01-20-1927; Victor; BVE-37556; In a little Spanish town ('Twas on a night like this); The Revelers
01-20-1927; Victor; BVE-37726; In a little Spanish town ('Twas on a night like this); Jesse Crawford
01-20-1927; Victor; BVE-37727; Falling in love with you; Jesse Crawford
01-20-1927; Columbia; 143327; Voom voom; Frank Cornwell Orchestra
01-20-1927; Columbia; 143328; Roses for remembrance; Frank Cornwell Orchestra
01-20-1927; Columbia; 143329; Crazy words—crazy tune (Vo-do-de-o); Frank Cornwell Orchestra ; Gus Guderian ; Fuzzy Knight
01-20-1927; Columbia; W143330; High, high, high up in the hills; Fred Rich Hotel Astor Orchestra ; Johnny Marvin
01-20-1927; Columbia; W143331; Crazy words—crazy tune; Fred Rich Hotel Astor Orchestra ; Johnny Marvin
01-20-1927; Columbia; 143332; Have it ready; Dixie Stompers
01-20-1927; Columbia; 143333; Ain't she sweet?; Dixie Stompers
01-20-1927; Columbia; 143334; Snag it; Dixie Stompers
01-20-1927; Columbia; W143335; Swanee River Trail; Giersdorf Sisters
01-20-1927; Columbia; W100351; Bad habits; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80313; Wabash blues; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80314; Bluin' the blues; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80315; Christine; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80316; Bad habits; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80317; Clarinet tickle; Eddie Lang ; Boyd Senter
01-20-1927; Okeh; W80318; You're the one for me; Boyd Senter
01-20-1927; Brunswick; E21245-E21247; El novillo despuntado; Banda Sinfónica Brunswick
01-20-1927; Brunswick; E21248-E21250; Los cuatro milpas; Banda Sinfónica Brunswick
01-20-1927; Edison; 11453; Sam, the old accordion man; Tom Howard ; Jazz Babies
01-20-1927; Edison; 11454; I love the college girls; Jazz Babies
01-20-1927; Plaza; 7061; Song of the wanderer (Where shall I go?); Billy Jones ; Sam Lanin's Dance Orchestra
01-20-1927; Columbia (U.K.); WRAX2370; The lament; Band of the Grenadier Guards ; George Miller
01-20-1927; Columbia (U.K.); WRAX2371; The call; Band of the Grenadier Guards ; George Miller
01-20-1927; Columbia (U.K.); WRAX2372; Battle of Waterloo; Band of the Grenadier Guards ; George Miller
01-20-1927; Columbia (U.K.); WAX2373; Battle of Waterloo; Band of the Grenadier Guards ; George Miller
